"","start_station","end_station","start_time","end_time","customer_type"
"96","R",16,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"97","R",16,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"98","R",16,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"99","R",16,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"100","R",16,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"101","R",16,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"102","R",16,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"103","R",16,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"104","R",16,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"105","R",16,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"106","R",16,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"107","R",16,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"108","R",16,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"109","R",16,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"110","R",17,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"111","R",17,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"112","R",17,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"113","R",17,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"114","R",17,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"115","R",17,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"116","R",17,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"117","R",17,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"118","R",17,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"119","R",17,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"120","R",17,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"121","R",17,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"122","R",17,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"123","R",17,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"124","R",17,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"125","R",17,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"126","R",17,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"127","R",17,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"128","R",17,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"129","R",17,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"130","R",17,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"131","R",17,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"132","R",17,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"133","R",17,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"134","R",17,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"135","R",17,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"136","R",17,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"137","R",17,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"138","R",17,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"139","R",17,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"140","R",18,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"141","R",18,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"142","R",18,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"143","R",18,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"144","R",18,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"145","R",18,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"146","R",18,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"147","R",18,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"148","R",18,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"149","R",18,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"150","R",18,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"151","R",18,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"152","R",18,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"153","R",18,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"154","R",18,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"155","R",18,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"156","R",18,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"157","R",18,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"158","R",18,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"159","R",18,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"160","R",19,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"161","R",19,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"162","R",19,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"163","R",19,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"164","R",19,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"165","R",21,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"166","R",21,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"167","R",21,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"168","R",21,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"169","R",21,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"170","R",21,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"171","R",21,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"172","R",21,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"173","R",21,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"174","R",21,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"175","R",22,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"176","R",22,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"177","R",22,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"178","R",22,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"179","R",22,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"180","R",22,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"181","R",22,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"182","R",22,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"183","R",22,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"184","R",22,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"185","R",22,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"186","R",22,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"187","R",22,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"188","R",22,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"189","R",22,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"190","R",22,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"191","R",22,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"192","R",22,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"193","R",22,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"194","R",22,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"195","R",22,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"196","R",22,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"197","R",22,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"198","R",22,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"199","R",22,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"200","R",22,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"201","R",22,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"202","R",22,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"203","R",22,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"204","R",22,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"205","R",22,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"206","R",22,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"207","R",22,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"208","R",22,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"209","R",22,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"210","R",22,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"211","R",22,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"212","R",22,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"213","R",22,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"214","R",22,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"215","R",23,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"216","R",23,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"217","R",23,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"218","R",23,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"219","R",23,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"220","R",23,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"221","R",23,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"222","R",23,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"223","R",23,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"224","R",23,2022-02-15 00:00:01,2022-02-15 00:00:01,"None"
"225","5",22,2022-02-15 00:00:31.573454,2022-02-15 00:00:31.573454,"One-time"
"226","18",17,2022-02-15 00:03:12.384288,2022-02-15 00:03:12.384288,"One-time"
"227","21",17,2022-02-15 00:04:51.282063,2022-02-15 00:04:51.282063,"Subscriber"
"228","11",12,2022-02-15 00:05:54.92505,2022-02-15 00:05:54.92505,"Subscriber"
"229","12",5,2022-02-15 00:09:03.069654,2022-02-15 00:09:03.069654,"Subscriber"
"230","16",9,2022-02-15 00:12:09.895972,2022-02-15 00:12:09.895972,"One-time"
"231","17",21,2022-02-15 00:12:57.151075,2022-02-15 00:12:57.151075,"Subscriber"
"232","13",22,2022-02-15 00:15:00.023953,2022-02-15 00:15:00.023953,"One-time"
"233","5",5,2022-02-15 00:23:25.297594,2022-02-15 00:23:25.297594,"Subscriber"
"234","22",5,2022-02-15 00:25:14.251972,2022-02-15 00:25:14.251972,"Subscriber"
"235","6",22,2022-02-15 00:31:01.075273,2022-02-15 00:31:01.075273,"Subscriber"
"236","5",4,2022-02-15 00:41:38.21876,2022-02-15 00:41:38.21876,"Subscriber"
"237","18",17,2022-02-15 00:41:55.202119,2022-02-15 00:41:55.202119,"Subscriber"
"238","7",10,2022-02-15 00:52:51.834729,2022-02-15 00:52:51.834729,"Subscriber"
"239","8",4,2022-02-15 01:06:00.873158,2022-02-15 01:06:00.873158,"One-time"
"240","9",23,2022-02-15 01:24:54.760609,2022-02-15 01:24:54.760609,"Subscriber"
"241","7",12,2022-02-15 02:02:00.805728,2022-02-15 02:02:00.805728,"Subscriber"
"242","22",22,2022-02-15 02:50:10.785535,2022-02-15 02:50:10.785535,"Subscriber"
"243","4",21,2022-02-15 03:34:16.042825,2022-02-15 03:34:16.042825,"One-time"
"244","5",22,2022-02-15 03:40:21.823195,2022-02-15 03:40:21.823195,"Subscriber"
"245","17",23,2022-02-15 03:47:51.551713,2022-02-15 03:47:51.551713,"Subscriber"
"246","22",9,2022-02-15 04:24:55.061447,2022-02-15 04:24:55.061447,"Subscriber"
"247","17",18,2022-02-15 04:32:43.202668,2022-02-15 04:32:43.202668,"Subscriber"
"248","5",22,2022-02-15 04:46:04.455884,2022-02-15 04:46:04.455884,"Subscriber"
"249","16",22,2022-02-15 04:50:05.031918,2022-02-15 04:50:05.031918,"Subscriber"
"250","12",12,2022-02-15 05:07:26.387098,2022-02-15 05:07:26.387098,"Subscriber"
"251","13",17,2022-02-15 05:08:25.856214,2022-02-15 05:08:25.856214,"One-time"
"252","18",23,2022-02-15 05:15:17.284571,2022-02-15 05:15:17.284571,"Subscriber"
"253","22",16,2022-02-15 05:17:22.920987,2022-02-15 05:17:22.920987,"Subscriber"
"254","17",11,2022-02-15 05:22:39.894503,2022-02-15 05:22:39.894503,"Subscriber"
"255","4",23,2022-02-15 05:23:39.703368,2022-02-15 05:23:39.703368,"One-time"
"256","17",11,2022-02-15 05:25:25.341413,2022-02-15 05:25:25.341413,"Subscriber"
"257","22",11,2022-02-15 05:25:51.079366,2022-02-15 05:25:51.079366,"Subscriber"
"258","22",10,2022-02-15 05:27:53.046515,2022-02-15 05:27:53.046515,"Subscriber"
"259","9",4,2022-02-15 05:27:53.12693,2022-02-15 05:27:53.12693,"Subscriber"
"260","16",10,2022-02-15 05:35:28.522544,2022-02-15 05:35:28.522544,"Subscriber"
"261","16",17,2022-02-15 05:36:45.172344,2022-02-15 05:36:45.172344,"One-time"
"262","22",9,2022-02-15 05:40:23.993089,2022-02-15 05:40:23.993089,"One-time"
"263","22",22,2022-02-15 05:42:09.676892,2022-02-15 05:42:09.676892,"Subscriber"
"264","12",12,2022-02-15 05:43:17.075342,2022-02-15 05:43:17.075342,"Subscriber"
"265","18",17,2022-02-15 05:47:10.05294,2022-02-15 05:47:10.05294,"Subscriber"
"266","17",21,2022-02-15 05:49:11.420822,2022-02-15 05:49:11.420822,"Subscriber"
"267","5",22,2022-02-15 05:55:12.820662,2022-02-15 05:55:12.820662,"Subscriber"
"268","23",9,2022-02-15 05:56:30.323382,2022-02-15 05:56:30.323382,"Subscriber"
"269","12",23,2022-02-15 05:58:08.329719,2022-02-15 05:58:08.329719,"Subscriber"
"270","22",21,2022-02-15 06:05:11.637534,2022-02-15 06:05:11.637534,"Subscriber"
"271","23",12,2022-02-15 06:07:49.687131,2022-02-15 06:07:49.687131,"One-time"
"272","17",23,2022-02-15 06:07:56.555838,2022-02-15 06:07:56.555838,"Subscriber"
"273","11",12,2022-02-15 06:11:30.841941,2022-02-15 06:11:30.841941,"Subscriber"
"274","22",12,2022-02-15 06:13:16.228678,2022-02-15 06:13:16.228678,"Subscriber"
"275","5",4,2022-02-15 06:20:02.796288,2022-02-15 06:20:02.796288,"Subscriber"
"276","18",22,2022-02-15 06:23:13.398279,2022-02-15 06:23:13.398279,"Subscriber"
"277","4",4,2022-02-15 06:23:34.205701,2022-02-15 06:23:34.205701,"One-time"
"278","17",4,2022-02-15 06:24:19.808327,2022-02-15 06:24:19.808327,"Subscriber"
"279","12",23,2022-02-15 06:24:33.277014,2022-02-15 06:24:33.277014,"Subscriber"
"280","13",21,2022-02-15 06:24:34.142913,2022-02-15 06:24:34.142913,"One-time"
"281","23",16,2022-02-15 06:25:10.285436,2022-02-15 06:25:10.285436,"Subscriber"
"282","16",4,2022-02-15 06:26:54.324195,2022-02-15 06:26:54.324195,"Subscriber"
"283","12",10,2022-02-15 06:27:31.898546,2022-02-15 06:27:31.898546,"Subscriber"
"284","17",4,2022-02-15 06:27:52.853595,2022-02-15 06:27:52.853595,"One-time"
"285","22",22,2022-02-15 06:28:40.74246,2022-02-15 06:28:40.74246,"Subscriber"
"286","5",17,2022-02-15 06:28:49.068602,2022-02-15 06:28:49.068602,"One-time"
"287","16",18,2022-02-15 06:29:09.832003,2022-02-15 06:29:09.832003,"Subscriber"
"288","22",18,2022-02-15 06:29:23.78487,2022-02-15 06:29:23.78487,"One-time"
"289","12",21,2022-02-15 06:31:15.788898,2022-02-15 06:31:15.788898,"One-time"
"290","22",16,2022-02-15 06:31:33.863651,2022-02-15 06:31:33.863651,"Subscriber"
"291","17",12,2022-02-15 06:34:07.557325,2022-02-15 06:34:07.557325,"Subscriber"
"292","10",18,2022-02-15 06:37:08.377349,2022-02-15 06:37:08.377349,"Subscriber"
"293","4",22,2022-02-15 06:38:04.305751,2022-02-15 06:38:04.305751,"Subscriber"
"294","6",10,2022-02-15 06:40:45.278747,2022-02-15 06:40:45.278747,"Subscriber"
"295","16",13,2022-02-15 06:44:32.117089,2022-02-15 06:44:32.117089,"Subscriber"
"296","12",5,2022-02-15 06:44:55.448937,2022-02-15 06:44:55.448937,"Subscriber"
"297","17",16,2022-02-15 06:46:20.431529,2022-02-15 06:46:20.431529,"Subscriber"
"298","22",18,2022-02-15 06:49:02.795039,2022-02-15 06:49:02.795039,"One-time"
"299","4",23,2022-02-15 06:50:08.542222,2022-02-15 06:50:08.542222,"Subscriber"
"300","6",17,2022-02-15 06:51:24.574914,2022-02-15 06:51:24.574914,"One-time"
"301","23",10,2022-02-15 06:52:11.14637,2022-02-15 06:52:11.14637,"Subscriber"
"302","17",5,2022-02-15 06:53:09.212314,2022-02-15 06:53:09.212314,"Subscriber"
"303","4",22,2022-02-15 06:53:31.210967,2022-02-15 06:53:31.210967,"One-time"
"304","21",4,2022-02-15 06:53:52.817647,2022-02-15 06:53:52.817647,"Subscriber"
"305","18",17,2022-02-15 06:54:03.738071,2022-02-15 06:54:03.738071,"Subscriber"
"306","10",18,2022-02-15 06:54:37.29916,2022-02-15 06:54:37.29916,"Subscriber"
"307","5",22,2022-02-15 06:55:01.519969,2022-02-15 06:55:01.519969,"One-time"
"308","23",21,2022-02-15 06:55:30.848362,2022-02-15 06:55:30.848362,"Subscriber"
"309","7",18,2022-02-15 06:55:54.60758,2022-02-15 06:55:54.60758,"Subscriber"
"310","17",12,2022-02-15 06:58:54.281616,2022-02-15 06:58:54.281616,"Subscriber"
"311","12",18,2022-02-15 07:01:11.002651,2022-02-15 07:01:11.002651,"One-time"
"312","4",22,2022-02-15 07:03:04.176212,2022-02-15 07:03:04.176212,"Subscriber"
"313","16",17,2022-02-15 07:03:36.994144,2022-02-15 07:03:36.994144,"Subscriber"
"314","18",22,2022-02-15 07:04:40.245237,2022-02-15 07:04:40.245237,"Subscriber"
"315","5",21,2022-02-15 07:05:53.556704,2022-02-15 07:05:53.556704,"One-time"
"316","17",23,2022-02-15 07:06:43.906711,2022-02-15 07:06:43.906711,"Subscriber"
"317","4",7,2022-02-15 07:07:32.73739,2022-02-15 07:07:32.73739,"One-time"
"318","21",4,2022-02-15 07:08:30.627042,2022-02-15 07:08:30.627042,"One-time"
"319","12",12,2022-02-15 07:11:46.519399,2022-02-15 07:11:46.519399,"One-time"
"320","11",23,2022-02-15 07:11:54.66069,2022-02-15 07:11:54.66069,"Subscriber"
"321","23",10,2022-02-15 07:13:18.676022,2022-02-15 07:13:18.676022,"Subscriber"
"322","17",18,2022-02-15 07:14:08.190528,2022-02-15 07:14:08.190528,"Subscriber"
"323","21",10,2022-02-15 07:15:00.922872,2022-02-15 07:15:00.922872,"Subscriber"
"324","10",11,2022-02-15 07:15:48.481813,2022-02-15 07:15:48.481813,"One-time"
"325","16",22,2022-02-15 07:16:17.054917,2022-02-15 07:16:17.054917,"One-time"
"326","11",16,2022-02-15 07:17:25.790339,2022-02-15 07:17:25.790339,"One-time"
"327","17",23,2022-02-15 07:17:47.709462,2022-02-15 07:17:47.709462,"Subscriber"
"328","17",21,2022-02-15 07:18:08.874232,2022-02-15 07:18:08.874232,"Subscriber"
"329","5",5,2022-02-15 07:18:20.73072,2022-02-15 07:18:20.73072,"One-time"
"330","5",21,2022-02-15 07:19:03.422477,2022-02-15 07:19:03.422477,"Subscriber"
"331","4",5,2022-02-15 07:19:54.88664,2022-02-15 07:19:54.88664,"One-time"
"332","5",5,2022-02-15 07:21:55.130098,2022-02-15 07:21:55.130098,"Subscriber"
"333","5",4,2022-02-15 07:22:37.252184,2022-02-15 07:22:37.252184,"Subscriber"
"334","17",18,2022-02-15 07:24:21.382042,2022-02-15 07:24:21.382042,"Subscriber"
"335","12",18,2022-02-15 07:24:37.004982,2022-02-15 07:24:37.004982,"Subscriber"
"336","5",22,2022-02-15 07:25:29.026738,2022-02-15 07:25:29.026738,"One-time"
"337","22",6,2022-02-15 07:25:29.15746,2022-02-15 07:25:29.15746,"Subscriber"
"338","8",22,2022-02-15 07:26:14.021853,2022-02-15 07:26:14.021853,"Subscriber"
"339","13",17,2022-02-15 07:27:24.216342,2022-02-15 07:27:24.216342,"Subscriber"
"340","22",23,2022-02-15 07:29:40.758451,2022-02-15 07:29:40.758451,"Subscriber"
"341","21",5,2022-02-15 07:29:52.552475,2022-02-15 07:29:52.552475,"Subscriber"
"342","12",4,2022-02-15 07:31:13.184777,2022-02-15 07:31:13.184777,"Subscriber"
"343","21",18,2022-02-15 07:31:16.922452,2022-02-15 07:31:16.922452,"One-time"
"344","22",10,2022-02-15 07:31:30.345743,2022-02-15 07:31:30.345743,"Subscriber"
"345","21",23,2022-02-15 07:33:30.781566,2022-02-15 07:33:30.781566,"Subscriber"
